Date,Type,RefNo,SNO,Cur,TUPrice,Amt,Customer,StkISN,CatCode
02/01/2015,ICG,133482,1,S$,0,20250.0,IY03,10126,MH
02/01/2015,ICG,133482,2,S$,22.5,540.0,IY03,10011,BN
02/01/2015,ICG,133482,3,S$,22.5,180.0,IY03,10010,BN
02/01/2015,ICG,133482,4,S$,22.5,180.0,IY03,10008,BN
02/01/2015,ICG,133482,5,S$,22.5,180.0,IY03,10012,BN
02/01/2015,ICG,133483,1,S$,15.9,7950.0,IL12,40366,TN
02/01/2015,ICG,133483,2,S$,13.9,4170.0,IL12,46601,TN
02/01/2015,ICG,133484,1,S$,12.3,3075.0,MC09,43022,TN
02/01/2015,ICG,133484,2,S$,4.2,1348.62,MC09,40724,PPDR
02/01/2015,ICG,133484,3,S$,4.2,1010.94,MC09,40725,PPDR
02/01/2015,ICG,133484,4,S$,4.2,844.62,MC09,40861,PPDR
02/01/2015,ICG,133484,5,S$,3.4,565.42,MC09,10466,PPDR
02/01/2015,ICG,133484,6,S$,22.5,225.0,MC09,10005,BN
02/01/2015,ICG,133484,7,S$,22.5,225.0,MC09,10006,BN
02/01/2015,ICG,133484,8,S$,22.5,225.0,MC09,10008,BN
02/01/2015,ICG,133484,9,S$,310,620.0,MC09,42597,ML
02/01/2015,ICG,133484,10,S$,310,930.0,MC09,42598,ML
02/01/2015,ICG,133484,11,S$,310,620.0,MC09,10128,ML
02/01/2015,ICG,133484,12,S$,12.1,2420.0,MC09,10497,TN
02/01/2015,ICG,133484,13,S$,4.2,170.52,MC09,45109,PR03
02/01/2015,ICG,133484,14,S$,4.2,168.0,MC09,10340,PR03
02/01/2015,ICG,133484,15,S$,4.2,168.84,MC09,45108,PR03
02/01/2015,ICG,133484,16,S$,4.2,171.36,MC09,45111,PR03
02/01/2015,ICG,133484,17,S$,4.2,173.88,MC09,45110,PR03
02/01/2015,ICG,133484,18,S$,25,250.0,MC09,44895,NMCN
02/01/2015,ICG,133484,19,S$,35,350.0,MC09,44237,NMCN
02/01/2015,ICG,133484,20,S$,47,470.0,MC09,44240,NMCN
02/01/2015,ICG,133484,21,S$,40.5,283.5,MC09,44239,NMCN
02/01/2015,ICG,133484,22,S$,12.3,2460.0,MC09,40888,TN
02/01/2015,ICG,133484,23,S$,4.8,311.04,MC09,10360,PR04
02/01/2015,ICG,133484,24,S$,4.8,132.48,MC09,45154,SPL3.5
02/01/2015,ICG,133484,25,S$,4.8,19.2,MC09,45152,SPL3.5
02/01/2015,ICG,133484,26,S$,4.8,58.08,MC09,45151,SPL3.5
02/01/2015,ICG,133484,27,S$,4.8,129.12,MC09,45153,SPL3.5
02/01/2015,ICG,133484,28,S$,2.5,672.25,MC09,30262,PR04
03/01/2015,ICG,133485,1,S$,6.3,4769.1,IT04,46548,M025
03/01/2015,ICG,133485,2,S$,6.3,26460.0,IT04,46445,M025
03/01/2015,ICG,133485,3,S$,10,2100.0,IT04,45635,M033
03/01/2015,ICG,133485,4,S$,10.5,3307.5,IT04,46065,M033
03/01/2015,ICG,133485,5,S$,6.2,3124.8,IT04,46566,M026
03/01/2015,ICG,133485,6,S$,3.8,1140.0,IT04,40749,SSS
03/01/2015,ICG,133485,7,S$,8.5,1700.0,IT04,41234,SSS
06/01/2015,ICG,133486,1,S$,3.8,152.76,IG01,45622,PR03
06/01/2015,ICG,133486,2,S$,3.8,152.0,IG01,45624,PR03
06/01/2015,ICG,133486,3,S$,8.5,850.0,IG01,45642,M028
06/01/2015,ICG,133486,4,S$,7.9,2370.0,IG01,45569,M023
06/01/2015,ICG,133486,5,S$,8.7,870.0,IG01,45570,M023
06/01/2015,ICG,133486,6,S$,11.7,1872.0,IG01,46425,NN
06/01/2015,ICG,133486,7,S$,6.5,1625.0,IG01,43513,ML
06/01/2015,ICG,133486,8,S$,4.5,217.8,IG01,46357,P12
06/01/2015,ICG,133486,9,S$,1,312.0,IG01,46193,NT
05/01/2015,ICG,133487,1,S$,22.5,1935.0,IT08,10005,BN
05/01/2015,ICG,133487,2,S$,22.5,1080.0,IT08,10009,BN
05/01/2015,ICG,133487,3,S$,22.5,1620.0,IT08,10010,BN
05/01/2015,ICG,133487,4,S$,22.5,2385.0,IT08,10008,BN
05/01/2015,ICG,133487,5,S$,22.5,540.0,IT08,10011,BN
06/01/2015,ICG,133488,1,S$,4.8,1200.0,IT08,41392,PET1
06/01/2015,ICG,133488,2,S$,2.5,286.0,IT08,10401,PR08
06/01/2015,ICG,133488,3,S$,2.5,250.5,IT08,30287,PR14
06/01/2015,ICG,133488,4,S$,2.5,455.25,IT08,43837,PR12
06/01/2015,ICG,133488,5,S$,1.2,288.0,IT08,46209,MLS
06/01/2015,ICG,133488,6,S$,1.2,288.0,IT08,45851,MLS
06/01/2015,ICG,133488,7,S$,4.8,720.0,IT08,40153,PET1
06/01/2015,ICG,133488,8,S$,4.6,230.0,IT08,41395,PET1
06/01/2015,ICG,133488,9,S$,4.6,230.0,IT08,40161,PET1
06/01/2015,ICG,133488,10,S$,4.6,230.0,IT08,41936,PET1
06/01/2015,ICG,133488,11,S$,4.6,230.0,IT08,42168,PET1
06/01/2015,ICG,133488,12,S$,6.5,975.0,IT08,43512,ML
06/01/2015,ICG,133488,13,S$,2.5,528.0,IT08,30262,PR04
06/01/2015,ICG,133488,14,S$,2.5,686.0,IT08,10379,PR05
06/01/2015,ICG,133489,1,S$,11.3,24860.0,IK11,40084,NN
06/01/2015,ICG,133489,2,S$,3.4,303.96,IK11,41015,PPDR
06/01/2015,ICG,133489,3,S$,1.2,230.4,IK11,45852,MLS
06/01/2015,ICG,133489,4,S$,11.6,580.0,IK11,46469,NT
06/01/2015,ICG,133489,5,S$,11.6,1160.0,IK11,45943,MLS
06/01/2015,ICG,133489,6,S$,12.1,1210.0,IK11,43022,TN
06/01/2015,ICG,133489,7,S$,12.1,1210.0,IK11,43021,TN
06/01/2015,ICG,133489,8,S$,7,770.0,IK11,46094,PB
06/01/2015,ICG,133490,1,S$,3.4,435.54,IK06,40728,PPDR
06/01/2015,ICG,133490,2,S$,3.4,283.22,IK06,10458,PPDR
06/01/2015,ICG,133490,3,S$,1.05,315.0,IK06,46385,NT
06/01/2015,ICG,133490,4,S$,1.2,230.4,IK06,45852,MLS
06/01/2015,ICG,133490,5,S$,6.5,208.0,IK06,45894,WP
06/01/2015,ICG,133490,6,S$,27,648.0,IK06,40412,WP
06/01/2015,ICG,133490,7,S$,11.5,4600.0,IK06,46159,NN
06/01/2015,ICG,133490,8,S$,6.1,823.5,IK06,10224,NT
06/01/2015,ICG,133490,9,S$,11.5,4600.0,IK06,46425,NN
06/01/2015,ICG,133491,1,USD$,53.25,715.15,IT22,41906,AST
06/01/2015,ICG,133491,2,USD$,53.25,5006.03,IT22,41532,AST
06/01/2015,ICG,133491,3,USD$,53.25,7151.48,IT22,41533,AST
06/01/2015,ICG,133491,4,USD$,53.25,8581.77,IT22,41534,AST
06/01/2015,ICG,133491,5,USD$,53.25,9296.92,IT22,41535,AST
06/01/2015,ICG,133491,6,USD$,53.25,2145.44,IT22,41536,AST
06/01/2015,ICG,133492,1,S$,6.8,20400.0,SO05,44935,ML
06/01/2015,ICG,133492,2,S$,6.8,6800.0,SO05,44947,ML
06/01/2015,ICG,133493,1,S$,110,110.0,SM01,30274,CL
07/01/2015,ICG,133494,1,S$,5,1275.0,SQ03,44409,PPMR
07/01/2015,ICG,133495,1,S$,4.8,331.2,IT26,45533,P6
07/01/2015,ICG,133495,2,S$,56.5,282.5,IT26,40931,NMCN
07/01/2015,ICG,133495,3,S$,8.9,925.6,IT26,46660,M035
07/01/2015,ICG,133495,4,S$,9.45,529.2,IT26,46659,M035
07/01/2015,ICG,133495,5,S$,8.4,840.0,IT26,42997,M020
07/01/2015,ICG,133495,6,S$,7.8,780.0,IT26,42750,M020
07/01/2015,ICG,133495,7,S$,7.6,912.0,IT26,42751,M020
07/01/2015,ICG,133495,8,S$,12.1,1452.0,IT26,42096,M025
07/01/2015,ICG,133495,9,S$,0.5,200.0,IT26,10075,F
07/01/2015,ICG,133495,10,S$,4.8,341.76,IT26,46639,P6
07/01/2015,ICG,133495,11,S$,4.6,278.3,IT26,45539,P9
07/01/2015,ICG,133495,12,S$,4.4,335.28,IT26,45544,P12
07/01/2015,ICG,133495,13,S$,2.6,443.56,IT26,45935,PR05
07/01/2015,ICG,133495,14,S$,2.6,128.44,IT26,45927,PR06
07/01/2015,ICG,133495,15,S$,2.6,343.72,IT26,46490,PR16
07/01/2015,ICG,133495,16,S$,12.3,2460.0,IT26,43021,TN
07/01/2015,ICG,133495,17,S$,12.3,3653.1,IT26,43022,TN
08/01/2015,ICG,133496,1,S$,6.5,3250.0,IN04,43513,ML
08/01/2015,ICG,133496,2,S$,220,2860.0,IN04,46506,ML
08/01/2015,ICG,133496,3,S$,4.6,1840.0,IN04,10058,CS
08/01/2015,ICG,133496,4,S$,42.5,425.0,IN04,30343,M035
08/01/2015,ICG,133497,1,S$,6.8,3661.8,IA14,46094,PB
08/01/2015,ICG,133498,1,S$,8.5,8500.0,IL09,41909,M028
08/01/2015,ICG,133498,2,S$,0.06,648.0,IL09,40265,F
08/01/2015,ICG,133498,3,S$,4.6,230.0,IL09,41519,PET1
08/01/2015,ICG,133498,4,S$,4.6,318.32,IL09,45538,P9
08/01/2015,ICG,133498,5,S$,4.6,272.32,IL09,45539,P9
08/01/2015,ICG,133498,6,S$,1.2,576.0,IL09,30033,MLS
08/01/2015,ICG,133498,7,S$,4,200.0,IL09,40749,SSS
08/01/2015,ICG,133498,8,S$,3.4,301.58,IL09,30053,PPDR
08/01/2015,ICG,133499,1,S$,0.96,96.0,IJ01,44497,PETS
08/01/2015,ICG,133499,2,S$,4.7,372.24,IJ01,45689,PR08
08/01/2015,ICG,133499,3,S$,0.96,240.0,IJ01,46638,PETS
08/01/2015,ICG,133499,4,S$,2.45,708.05,IJ01,41097,PETS
08/01/2015,ICG,133499,5,S$,4.7,940.0,IJ01,41393,PET1
08/01/2015,ICG,133499,6,S$,0.96,599.04,IJ01,46190,NT
08/01/2015,ICG,133499,7,S$,0.96,576.0,IJ01,46385,NT
08/01/2015,ICG,133499,8,S$,0.96,304.32,IJ01,10641,NT
08/01/2015,ICG,133499,9,S$,4.7,372.24,IJ01,40242,PR08
08/01/2015,ICG,133499,10,S$,4.7,360.49,IJ01,41278,PR08
08/01/2015,ICG,133500,1,S$,3.3,315.81,IJ01,40725,PPDR
08/01/2015,ICG,133500,2,S$,4.7,736.49,IJ01,43940,SPL2.5
08/01/2015,ICG,133500,3,S$,4.7,1047.16,IJ01,43934,SPL2
08/01/2015,ICG,133500,4,S$,4.7,449.32,IJ01,43935,SPL2
08/01/2015,ICG,133500,5,S$,88,1760.0,IJ01,41532,AST
08/01/2015,ICG,133500,6,S$,88,1760.0,IJ01,41534,AST
08/01/2015,ICG,133500,7,S$,88,528.0,IJ01,41906,AST
08/01/2015,ICG,133500,8,S$,88,1760.0,IJ01,41535,AST
08/01/2015,ICG,133500,9,S$,3.3,331.98,IJ01,40726,PPDR
08/01/2015,ICG,133500,10,S$,3.3,417.78,IJ01,30053,PPDR
08/01/2015,ICG,133500,11,S$,3.3,1050.72,IJ01,40728,PPDR
08/01/2015,ICG,133500,12,S$,3.3,1813.02,IJ01,30347,PPDR
08/01/2015,ICG,133500,13,S$,3.3,446.16,IJ01,30055,PPDR
08/01/2015,ICG,133500,14,S$,3.3,492.69,IJ01,10471,PPDR
08/01/2015,ICG,133500,15,S$,3.3,337.92,IJ01,30057,PPDR
08/01/2015,ICG,133500,16,S$,4.7,585.62,IJ01,45126,SPL2.5
09/01/2015,ICG,133501,1,S$,10.1,2424.0,IJ01,45466,SP
09/01/2015,ICG,133501,2,S$,10.1,2424.0,IJ01,45467,SP
09/01/2015,ICG,133501,3,S$,17.9,1611.0,IJ01,45468,SP
09/01/2015,ICG,133501,4,S$,18.3,1098.0,IJ01,45469,SP
09/01/2015,ICG,133501,5,S$,22.7,2724.0,IJ01,45471,SP
09/01/2015,ICG,133501,6,S$,47.5,950.0,IJ01,45472,SP
09/01/2015,ICG,133501,7,S$,59.5,2380.0,IJ01,45473,SP
09/01/2015,ICG,133501,8,S$,90,720.0,IJ01,45847,SP
09/01/2015,ICG,133502,1,S$,3.9,1989.0,SB06,10099,LEAD
12/01/2015,ICG,133504,1,S$,5,220.0,SQ03,40053,PPMR
12/01/2015,ICG,133505,1,S$,260,3900.0,IA06,10128,ML
12/01/2015,ICG,133505,2,S$,6.6,1650.0,IA06,43513,ML
12/01/2015,ICG,133505,3,S$,4.8,960.0,IA06,10058,CS
12/01/2015,ICG,133505,4,S$,4.07,2035.0,IA06,10126,MH
10/01/2015,ICG,133506,1,S$,2.4,240.0,IT04,41398,PETS
10/01/2015,ICG,133506,2,S$,2.4,240.0,IT04,41092,PETS
10/01/2015,ICG,133506,3,S$,2.4,240.0,IT04,41093,PETS
10/01/2015,ICG,133506,4,S$,5.4,1672.38,IT04,45566,PB
10/01/2015,ICG,133506,5,S$,0.28,140.0,IT04,43517,NEE
10/01/2015,ICG,133506,6,S$,8.5,12750.0,IT04,41909,M028
10/01/2015,ICG,133506,7,S$,108,2052.0,IT04,30270,CL
10/01/2015,ICG,133507,1,S$,2.4,480.0,IA14,41092,PETS
10/01/2015,ICG,133508,1,S$,10.9,654.0,IT12,45466,SP
10/01/2015,ICG,133508,2,S$,11.7,702.0,IT12,45467,SP
10/01/2015,ICG,133508,3,S$,19.6,588.0,IT12,45468,SP
10/01/2015,ICG,133508,4,S$,20.6,1236.0,IT12,45469,SP
10/01/2015,ICG,133508,5,S$,22.3,1338.0,IT12,45470,SP
10/01/2015,ICG,133508,6,S$,24.9,747.0,IT12,45471,SP
10/01/2015,ICG,133508,7,S$,53.5,1070.0,IT12,45472,SP
10/01/2015,ICG,133508,8,S$,65.7,1314.0,IT12,45473,SP
10/01/2015,ICG,133508,9,S$,9.25,1480.0,IT12,46626,M033
10/01/2015,ICG,133509,1,S$,11.2,9318.96,IK11,45767,M020P
10/01/2015,ICG,133510,1,S$,4.8,1948.8,IN04,45677,PR10
12/01/2015,ICG,133511,1,S$,9.5,1900.0,IL12,43278,M028
12/01/2015,ICG,133511,2,S$,10.8,129.6,IL12,45466,SP
12/01/2015,ICG,133511,3,S$,20,120.0,IL12,45469,SP
12/01/2015,ICG,133511,4,S$,51.9,103.8,IL12,45472,SP
12/01/2015,ICG,133511,5,S$,64.9,259.6,IL12,45473,SP
12/01/2015,ICG,133512,1,S$,19,228.0,IY03,45468,SP
12/01/2015,ICG,133512,2,S$,21.9,131.4,IY03,45470,SP
12/01/2015,ICG,133512,3,S$,24.5,147.0,IY03,45471,SP
12/01/2015,ICG,133512,4,S$,51.9,311.4,IY03,45472,SP
12/01/2015,ICG,133513,1,S$,3.8,494.0,IL09,45639,M018
12/01/2015,ICG,133513,2,S$,11.3,135.6,IL09,45466,SP
12/01/2015,ICG,133513,3,S$,13.8,165.6,IL09,45467,SP
12/01/2015,ICG,133514,1,S$,4.7,1890.81,IT23,45533,P6
12/01/2015,ICG,133514,2,S$,4.1,618.28,IT23,45545,P15
12/01/2015,ICG,133514,3,S$,4.1,329.23,IT23,45546,P15
12/01/2015,ICG,133514,4,S$,4.1,2222.2,IT23,46358,P36
12/01/2015,ICG,133514,5,S$,4.1,2202.52,IT23,45554,P36
12/01/2015,ICG,133514,6,S$,4.1,1591.21,IT23,45910,P48
12/01/2015,ICG,133514,7,S$,4.1,1790.88,IT23,42287,P48
12/01/2015,ICG,133514,8,S$,27.5,825.0,IT23,46080,BSK
12/01/2015,ICG,133514,9,S$,4.7,1911.02,IT23,45534,P6
12/01/2015,ICG,133514,10,S$,4.5,1819.35,IT23,45538,P9
12/01/2015,ICG,133514,11,S$,4.5,1734.75,IT23,45540,P9
12/01/2015,ICG,133514,12,S$,4.5,1608.3,IT23,45539,P9
12/01/2015,ICG,133514,13,S$,4.5,1188.9,IT23,45541,P9
12/01/2015,ICG,133514,14,S$,4.4,437.8,IT23,46357,P12
12/01/2015,ICG,133514,15,S$,4.3,531.05,IT23,45542,P12
12/01/2015,ICG,133514,16,S$,4.3,981.69,IT23,45544,P12
12/01/2015,ICG,133515,1,S$,10.1,606.0,IT23,45466,SP
12/01/2015,ICG,133515,2,S$,9.3,3720.0,IT23,43278,M028
12/01/2015,ICG,133515,3,S$,6.8,7874.4,IT23,46445,M025
12/01/2015,ICG,133515,4,S$,2.85,561.45,IT23,46634,M010
12/01/2015,ICG,133515,5,S$,2.15,227.9,IT23,46637,M010
12/01/2015,ICG,133515,6,S$,1.9,205.2,IT23,46635,M010
12/01/2015,ICG,133515,7,S$,1.75,185.5,IT23,46636,M010
12/01/2015,ICG,133515,8,S$,2.45,262.15,IT23,46640,M010
12/01/2015,ICG,133515,9,S$,10.1,606.0,IT23,45467,SP
12/01/2015,ICG,133515,10,S$,17.9,1074.0,IT23,45468,SP
12/01/2015,ICG,133515,11,S$,18.4,1656.0,IT23,45469,SP
12/01/2015,ICG,133515,12,S$,20.5,3075.0,IT23,45470,SP
12/01/2015,ICG,133515,13,S$,23.1,3465.0,IT23,45471,SP
12/01/2015,ICG,133515,14,S$,48.8,1952.0,IT23,45472,SP
12/01/2015,ICG,133515,15,S$,59.9,1797.0,IT23,45473,SP
12/01/2015,ICG,133515,16,S$,8.5,8500.0,IT23,41909,M028
12/01/2015,ICG,133516,1,S$,4.8,1756.8,IT23,41392,PET1
12/01/2015,ICG,133516,2,S$,4.6,1150.0,IT23,40159,PET1
12/01/2015,ICG,133516,3,S$,4.6,2645.0,IT23,41395,PET1
12/01/2015,ICG,133516,4,S$,4.6,1150.0,IT23,41397,PET1
12/01/2015,ICG,133516,5,S$,4.6,1150.0,IT23,42143,PET1
12/01/2015,ICG,133516,6,S$,4.6,975.2,IT23,41492,PET1
12/01/2015,ICG,133516,7,S$,4.6,460.0,IT23,41520,PET1
12/01/2015,ICG,133516,8,S$,4.8,1800.0,IT23,40153,PET1
12/01/2015,ICG,133516,9,S$,4.6,1495.0,IT23,41394,PET1
12/01/2015,ICG,133516,10,S$,4.6,2070.0,IT23,41396,PET1
13/01/2015,ICG,133517,1,S$,11.2,11648.0,IT09,42346,M028
13/01/2015,ICG,133518,1,S$,11.5,4715.0,IK06,41486,NN
13/01/2015,ICG,133518,2,S$,280,840.0,IK06,41202,AS
13/01/2015,ICG,133519,1,S$,32,2880.0,IJ01,46670,M060
13/01/2015,ICG,133519,2,S$,7.6,1976.0,IJ01,45569,M023
13/01/2015,ICG,133519,3,S$,3.3,1465.86,IJ01,41015,PPDR
13/01/2015,ICG,133519,4,S$,3.3,145.53,IJ01,30053,PPDR
13/01/2015,ICG,133519,5,S$,3.3,599.94,IJ01,30054,PPDR
13/01/2015,ICG,133519,6,S$,22,1056.0,IJ01,10009,BN
13/01/2015,ICG,133519,7,S$,25,600.0,IJ01,40412,WP
13/01/2015,ICG,133519,8,S$,25,600.0,IJ01,45875,WP
13/01/2015,ICG,133519,9,S$,33.6,537.6,IJ01,45703,SP
13/01/2015,ICG,133519,10,S$,8,800.0,IJ01,41909,M028
14/01/2015,ICG,133520,1,S$,24,720.0,IP02,10006,BN
14/01/2015,ICG,133520,2,S$,24,720.0,IP02,10009,BN
14/01/2015,ICG,133520,3,S$,24,480.0,IP02,10008,BN
14/01/2015,ICG,133520,4,S$,24,120.0,IP02,10012,BN
14/01/2015,ICG,133520,5,S$,2.5,1517.75,IP02,10401,PR08
14/01/2015,ICG,133521,1,S$,11.05,39675.03,IJ01,46655,M020P
14/01/2015,ICG,133521,2,S$,4.9,4762.8,IJ01,40176,PN
14/01/2015,ICG,133521,3,S$,4.9,6350.4,IJ01,40069,PN
14/01/2015,ICG,133521,4,S$,3.3,1056.66,IJ01,40728,PPDR
14/01/2015,ICG,133521,5,S$,3.3,983.4,IJ01,10458,PPDR
09/01/2015,ICG,133523,1,S$,1263.32,1872.71,IA152,45580,U.N
15/01/2015,ICG,133524,1,S$,22.5,1080.0,IT12,10009,BN
15/01/2015,ICG,133524,2,S$,22.5,1080.0,IT12,10012,BN
15/01/2015,ICG,133524,3,S$,3.7,370.0,IT12,41302,PN
15/01/2015,ICG,133524,4,S$,3.7,370.0,IT12,41303,PN
15/01/2015,ICG,133525,1,S$,40.5,81.0,IK11,46082,BSK
15/01/2015,ICG,133525,2,S$,2.3,230.0,IK11,44956,FL
15/01/2015,ICG,133525,3,S$,3.7,37.0,IK11,45443,PN
15/01/2015,ICG,133526,1,S$,2.3,57.5,IT18,44886,FL
15/01/2015,ICG,133526,2,S$,2.3,57.5,IT18,44955,FL
15/01/2015,ICG,133526,3,S$,22.5,225.0,IT18,10006,BN
15/01/2015,ICG,133526,4,S$,22.5,225.0,IT18,10008,BN
15/01/2015,ICG,133526,5,S$,22.5,112.5,IT18,10009,BN
15/01/2015,ICG,133527,1,S$,110,220.0,IC04,41533,AST
15/01/2015,ICG,133527,2,S$,110,550.0,IC04,41534,AST
15/01/2015,ICG,133527,3,S$,2.3,1380.0,IC04,46527,AAN
15/01/2015,ICG,133528,1,S$,22.5,1372.5,IZ01,10009,BN
15/01/2015,ICG,133528,2,S$,22.5,787.5,IZ01,10012,BN
15/01/2015,ICG,133528,3,S$,3.4,217.26,IZ01,40728,PPDR
15/01/2015,ICG,133528,4,S$,3.4,256.36,IZ01,10471,PPDR
15/01/2015,ICG,133529,1,S$,4.8,480.0,IL09,41392,PET1
15/01/2015,ICG,133529,2,S$,4.8,894.24,IL09,45533,P6
15/01/2015,ICG,133529,3,S$,10,2000.0,IL09,43285,M028
15/01/2015,ICG,133529,4,S$,0.28,56.0,IL09,43517,NEE
15/01/2015,ICG,133529,5,S$,0.28,56.0,IL09,43518,NEE
15/01/2015,ICG,133529,6,S$,36,180.0,IL09,30361,MH
15/01/2015,ICG,133529,7,S$,24.8,124.0,IL09,30362,MH
15/01/2015,ICG,133529,8,S$,21,105.0,IL09,30363,MH
15/01/2015,ICG,133529,9,S$,4.1,2050.0,IL09,10126,MH
16/01/2015,ICG,133530,1,S$,4.8,451.68,IT04,43937,SPL2
16/01/2015,ICG,133530,2,S$,4,492.8,IT04,41332,PR01
16/01/2015,ICG,133530,3,S$,4,511.2,IT04,30329,PR01
16/01/2015,ICG,133530,4,S$,4,328.8,IT04,41485,PR01
16/01/2015,ICG,133530,5,S$,4,328.8,IT04,45606,PR01.5
16/01/2015,ICG,133530,6,S$,4,318.4,IT04,45607,PR01.5
16/01/2015,ICG,133530,7,S$,4,340.8,IT04,45610,PR01.5
16/01/2015,ICG,133530,8,S$,4,344.8,IT04,45608,PR01.5
16/01/2015,ICG,133530,9,S$,4,329.6,IT04,45609,PR01.5
16/01/2015,ICG,133530,10,S$,3.8,300.96,IT04,45613,PR02
16/01/2015,ICG,133530,11,S$,3.8,227.24,IT04,45611,PR02
16/01/2015,ICG,133530,12,S$,4.8,437.76,IT04,43936,SPL2
16/01/2015,ICG,133530,13,S$,3.8,312.36,IT04,45612,PR02
16/01/2015,ICG,133530,14,S$,3.8,307.8,IT04,45614,PR02
16/01/2015,ICG,133530,15,S$,3.8,271.32,IT04,45615,PR02
16/01/2015,ICG,133530,16,S$,3.8,309.32,IT04,45616,PR02.5
16/01/2015,ICG,133530,17,S$,3.8,245.48,IT04,45617,PR02.5
16/01/2015,ICG,133530,18,S$,3.8,308.56,IT04,45620,PR02.5
16/01/2015,ICG,133530,19,S$,3.8,318.44,IT04,45618,PR02.5
16/01/2015,ICG,133530,20,S$,3.8,304.76,IT04,45619,PR02.5
16/01/2015,ICG,133530,21,S$,3.8,307.04,IT04,45621,PR03
16/01/2015,ICG,133530,22,S$,3.8,304.0,IT04,45622,PR03
16/01/2015,ICG,133530,23,S$,4.8,450.72,IT04,43938,SPL2
16/01/2015,ICG,133530,24,S$,3.8,255.36,IT04,45624,PR03
16/01/2015,ICG,133530,25,S$,3.8,304.0,IT04,45625,PR03
16/01/2015,ICG,133530,26,S$,3.8,307.04,IT04,45623,PR03
16/01/2015,ICG,133530,27,S$,3.8,154.28,IT04,45627,PR03.5
16/01/2015,ICG,133530,28,S$,3.8,608.0,IT04,45629,PR03.5
16/01/2015,ICG,133530,29,S$,3.8,120.08,IT04,45630,PR03.5
16/01/2015,ICG,133530,30,S$,4.2,602.28,IT04,40725,PPDR
16/01/2015,ICG,133530,31,S$,3.4,741.88,IT04,41015,PPDR
16/01/2015,ICG,133530,32,S$,3.4,498.1,IT04,30054,PPDR
16/01/2015,ICG,133530,33,S$,3.4,313.48,IT04,30055,PPDR
16/01/2015,ICG,133530,34,S$,4.8,1206.24,IT04,45150,SPL3
16/01/2015,ICG,133530,35,S$,3.4,437.24,IT04,30056,PPDR
16/01/2015,ICG,133530,36,S$,3.4,301.92,IT04,30166,PPDR
16/01/2015,ICG,133530,37,S$,3.4,349.18,IT04,30057,PPDR
16/01/2015,ICG,133530,38,S$,3.4,372.3,IT04,10475,PPDR
16/01/2015,ICG,133530,39,S$,3.4,1120.98,IT04,30347,PPDR
16/01/2015,ICG,133530,40,S$,4.8,690.24,IT04,45128,SPL3
16/01/2015,ICG,133530,41,S$,4.8,528.0,IT04,45132,SPL3
16/01/2015,ICG,133530,42,S$,4.8,858.24,IT04,45129,SPL3
16/01/2015,ICG,133530,43,S$,4.8,847.68,IT04,45130,SPL3
16/01/2015,ICG,133530,44,S$,4,478.4,IT04,40343,PR01
19/01/2015,ICG,133531,1,S$,4.8,174.72,IT26,45150,SPL3
19/01/2015,ICG,133531,2,S$,4.8,145.92,IT26,43943,SPL2.5
19/01/2015,ICG,133531,3,S$,4.8,146.4,IT26,45127,SPL2.5
19/01/2015,ICG,133531,4,S$,2.3,230.0,IT26,44523,FL
19/01/2015,ICG,133531,5,S$,4.8,332.16,IT26,45534,P6
19/01/2015,ICG,133531,6,S$,24.8,49.6,IT26,30362,MH
19/01/2015,ICG,133531,7,S$,36,72.0,IT26,30361,MH
19/01/2015,ICG,133531,8,S$,51,255.0,IT26,30360,MH
19/01/2015,ICG,133531,9,S$,21,63.0,IT26,30363,MH
19/01/2015,ICG,133531,10,S$,0,75.0,IT26,40174,MH
19/01/2015,ICG,133531,11,S$,37.5,187.5,IT26,40912,NMCN
19/01/2015,ICG,133531,12,S$,4.8,172.8,IT26,45128,SPL3
19/01/2015,ICG,133531,13,S$,0,93.0,IT26,40459,MH
19/01/2015,ICG,133531,14,S$,0,93.0,IT26,40520,MH
19/01/2015,ICG,133531,15,S$,0,46.5,IT26,40571,MH
19/01/2015,ICG,133531,16,S$,4.6,349.6,IT26,40052,PPMR
19/01/2015,ICG,133531,17,S$,4.6,460.0,IT26,44017,PPMR
19/01/2015,ICG,133531,18,S$,5.6,1344.0,IT26,46328,PN
19/01/2015,ICG,133531,19,S$,5.6,1814.4,IT26,40176,PN
19/01/2015,ICG,133531,20,S$,4.8,174.24,IT26,45129,SPL3
19/01/2015,ICG,133531,21,S$,4.8,225.6,IT26,45154,SPL3.5
19/01/2015,ICG,133531,22,S$,4.8,216.0,IT26,45152,SPL3.5
19/01/2015,ICG,133531,23,S$,4.8,208.8,IT26,45151,SPL3.5
19/01/2015,ICG,133531,24,S$,4.8,226.56,IT26,45153,SPL3.5
19/01/2015,ICG,133531,25,S$,4.8,153.6,IT26,43937,SPL2
19/01/2015,ICG,133531,26,S$,4.8,147.84,IT26,43936,SPL2
20/01/2015,ICG,133532,1,M$,10.5,12600.0,MS10,10126,MH
20/01/2015,ICG,133532,2,M$,13.71,822.6,MS10,43580,M025
20/01/2015,ICG,133532,3,M$,12.19,1219.0,MS10,43581,M025
19/01/2015,ICG,133533,1,S$,1170,1170.0,IZ01,30382,WRC
17/01/2015,ICG,133534,1,S$,6.5,3250.0,IA07,43513,ML
