Date,Type,RefNo,SNO,Cur,TUPrice,Amt,Customer,StkISN,CatCode
18/03/2017,ICG,135502,12,S$,5.7,3420.0,IK11,45351,NT
18/03/2017,ICG,135502,13,S$,27,1296.0,IK11,40412,WP
20/03/2017,ICG,135503,1,S$,6.3,13072.5,IK05,44936,PB
20/03/2017,ICG,135504,1,S$,245,1225.0,IG01,42597,ML
20/03/2017,ICG,135504,2,S$,235,3525.0,IG01,42598,ML
20/03/2017,ICG,135504,3,S$,6.5,3250.0,IG01,43513,ML
20/03/2017,ICG,135504,4,S$,6.5,1625.0,IG01,43512,ML
20/03/2017,ICG,135504,5,S$,4.4,220.0,IG01,41397,PET1
20/03/2017,ICG,135504,6,S$,4.4,220.0,IG01,42143,PET1
20/03/2017,ICG,135504,7,S$,4.4,220.0,IG01,41492,PET1
20/03/2017,ICG,135504,8,S$,4.4,220.0,IG01,41936,PET1
21/03/2017,ICG,135505,1,S$,5,270.0,SQ03,30338,PPMR
21/03/2017,ICG,135506,1,S$,28.5,1140.0,IL09,44060,M429
21/03/2017,ICG,135506,2,S$,25.5,306.0,IL09,10008,BN
21/03/2017,ICG,135506,3,S$,25.5,306.0,IL09,10009,BN
21/03/2017,ICG,135506,4,S$,25.5,306.0,IL09,10010,BN
21/03/2017,ICG,135506,5,S$,11,440.0,IL09,42267,M033
21/03/2017,ICG,135506,6,S$,10.2,255.0,IL09,46141,M033
21/03/2017,ICG,135506,7,S$,0.85,136.0,IL09,10076,F
21/03/2017,ICG,135506,8,S$,0.42,168.0,IL09,10075,F
21/03/2017,ICG,135506,9,S$,0.08,225.0,IL09,10074,F
21/03/2017,ICG,135506,10,S$,3.1,349.99,IL09,40737,PPDR
21/03/2017,ICG,135506,11,S$,26,130.0,IL09,10005,BN
21/03/2017,ICG,135506,12,S$,25.5,306.0,IL09,10006,BN
21/03/2017,ICG,135507,1,S$,4.7,2941.73,IA07,40016,PR12
21/03/2017,ICG,135507,2,S$,5.3,212.0,IA07,46435,PETB
21/03/2017,ICG,135508,1,S$,1.5,450.0,IK11,10077,F
21/03/2017,ICG,135509,1,S$,4.2,449.4,IA14,41969,PPDRW
21/03/2017,ICG,135509,2,S$,6.6,4290.0,IA14,44823,PB
21/03/2017,ICG,135509,3,S$,4.9,940.8,IA14,41278,PR08
21/03/2017,ICG,135509,4,S$,6.5,7800.0,IA14,41371,PB
22/03/2017,ICG,135510,1,S$,4,9200.0,IH03,10126,MH
22/03/2017,ICG,135510,2,S$,12.9,586.95,IH03,46939,M020P
22/03/2017,ICG,135511,1,S$,5,190.0,SQ03,40052,PPMR
22/03/2017,ICG,135512,1,S$,2.32,2053.66,IJ01,45934,PR04
22/03/2017,ICG,135512,2,S$,2.32,760.03,IJ01,46494,PR24
22/03/2017,ICG,135512,3,S$,2.32,1172.53,IJ01,46496,PR28
22/03/2017,ICG,135512,4,S$,2.32,1095.04,IJ01,46497,PR30
22/03/2017,ICG,135512,5,S$,11.35,11758.6,IJ01,41435,M020P
22/03/2017,ICG,135512,6,S$,0.06,396.0,IJ01,40265,F
22/03/2017,ICG,135512,7,S$,1.8,1152.0,IJ01,43730,F
22/03/2017,ICG,135512,8,S$,13.3,332.5,IJ01,10065,F
22/03/2017,ICG,135512,9,S$,0.25,300.0,IJ01,41554,F
22/03/2017,ICG,135512,10,S$,2.32,3282.8,IJ01,45935,PR05
22/03/2017,ICG,135512,11,S$,2.32,3182.58,IJ01,45930,PR09
22/03/2017,ICG,135512,12,S$,2.32,3017.86,IJ01,45932,PR12
22/03/2017,ICG,135512,13,S$,2.32,2062.02,IJ01,45931,PR14
22/03/2017,ICG,135512,14,S$,2.32,4384.34,IJ01,46490,PR16
22/03/2017,ICG,135512,15,S$,2.32,1688.96,IJ01,46491,PR18
22/03/2017,ICG,135512,16,S$,2.32,506.46,IJ01,46492,PR20
22/03/2017,ICG,135512,17,S$,2.32,1293.17,IJ01,46493,PR22
22/03/2017,ICG,135513,1,S$,24,1152.0,IJ01,10006,BN
22/03/2017,ICG,135513,2,S$,24,1152.0,IJ01,10010,BN
22/03/2017,ICG,135513,3,S$,24,1152.0,IJ01,10011,BN
22/03/2017,ICG,135513,4,S$,24,2304.0,IJ01,10008,BN
22/03/2017,ICG,135513,5,S$,24,2304.0,IJ01,10009,BN
22/03/2017,ICG,135514,1,S$,24.5,1176.0,IJ01,10005,BN
22/03/2017,ICG,135514,2,S$,24,1152.0,IJ01,10006,BN
22/03/2017,ICG,135514,3,S$,24,1152.0,IJ01,10008,BN
22/03/2017,ICG,135514,4,S$,24,1152.0,IJ01,10009,BN
22/03/2017,ICG,135514,5,S$,24,1152.0,IJ01,10010,BN
22/03/2017,ICG,135514,6,S$,24,1152.0,IJ01,10011,BN
22/03/2017,ICG,135514,7,S$,24,1152.0,IJ01,10012,BN
22/03/2017,ICG,135514,8,S$,24,1152.0,IJ01,10013,BN
23/03/2017,ICG,135515,1,S$,110,220.0,SM01,30274,CL
23/03/2017,ICG,135516,1,S$,25,1200.0,IT08,10006,BN
23/03/2017,ICG,135516,2,S$,25,1200.0,IT08,10008,BN
23/03/2017,ICG,135516,3,S$,25,1200.0,IT08,10009,BN
23/03/2017,ICG,135516,4,S$,25,1200.0,IT08,10010,BN
23/03/2017,ICG,135516,5,S$,95,475.0,IT08,41531,AST
23/03/2017,ICG,135517,1,S$,25,250.0,IB03,10008,BN
23/03/2017,ICG,135517,2,S$,25,375.0,IB03,10009,BN
23/03/2017,ICG,135518,1,S$,25,125.0,IY03,10005,BN
23/03/2017,ICG,135518,2,S$,25,125.0,IY03,10006,BN
23/03/2017,ICG,135518,3,S$,25,325.0,IY03,10008,BN
23/03/2017,ICG,135518,4,S$,25,375.0,IY03,10009,BN
23/03/2017,ICG,135518,5,S$,25,250.0,IY03,10011,BN
23/03/2017,ICG,135518,6,S$,230,460.0,IY03,41204,AS
23/03/2017,ICG,135518,7,S$,3.1,785.54,IY03,40728,PPDR
23/03/2017,ICG,135519,1,S$,10,500.0,IG01,42095,M025
23/03/2017,ICG,135519,2,S$,4.05,9315.0,IG01,10126,MH
23/03/2017,ICG,135520,1,S$,6.1,1220.0,IK11,46227,BSK
23/03/2017,ICG,135520,2,S$,62,310.0,IK11,30359,MH
23/03/2017,ICG,135524,1,S$,27,135.0,IK11,30394,HK
23/03/2017,ICG,135525,1,S$,0.82,3877.5,IP03,10571,PRSIMR
23/03/2017,ICG,135525,2,S$,6.24,14954.35,IP03,43025,T.I.
23/03/2017,ICG,135525,3,S$,5.87,4658.55,IP03,41702,T.I.
23/03/2017,ICG,135525,4,S$,6.52,4249.61,IP03,41698,T.I.
23/03/2017,ICG,135525,5,S$,6.96,8512.78,IP03,41739,T.I.
23/03/2017,ICG,135525,6,S$,5.58,9154.44,IP03,42479,T.I.
23/03/2017,ICG,135525,7,S$,5.48,8308.78,IP03,45061,T.I.
23/03/2017,ICG,135525,8,S$,6.52,2207.15,IP03,41771,T.I.
23/03/2017,ICG,135525,9,S$,5.75,16169.0,IP03,41705,T.I.
23/03/2017,ICG,135525,10,S$,5.48,2651.22,IP03,45062,T.I.
23/03/2017,ICG,135525,11,S$,0.8,7600.0,IP03,10242,PRSIMR
23/03/2017,ICG,135525,12,S$,0.73,547.5,IP03,40025,PRSIMR
23/03/2017,ICG,135525,13,S$,0.8,4600.0,IP03,10610,PRSIMR
23/03/2017,ICG,135525,14,S$,3.7,2405.0,IP03,43131,PTIMR
23/03/2017,ICG,135525,15,S$,3.7,2930.4,IP03,42536,PTIMR
23/03/2017,ICG,135525,16,S$,3.7,3330.0,IP03,42537,PTIMR
23/03/2017,ICG,135525,17,S$,3.7,3700.0,IP03,45030,PTIMR
23/03/2017,ICG,135525,18,S$,3.7,6105.0,IP03,45031,PTIMR
23/03/2017,ICG,135525,19,S$,0.82,3280.0,IP03,10572,PRSIMR
23/03/2017,ICG,135525,20,S$,0.8,3800.0,IP03,10254,PRSIMR
23/03/2017,ICG,135526,1,S$,2.8,50.4,SQ03,43837,PR12
27/03/2017,ICG,135527,1,S$,72,432.0,IL12,45473,SP
27/03/2017,ICG,135527,2,S$,0.06,528.0,IL12,10631,F
27/03/2017,ICG,135527,3,S$,7,3850.0,IL12,46094,PB
27/03/2017,ICG,135527,4,S$,8.6,860.0,IL12,44437,M028
27/03/2017,ICG,135527,5,S$,8.6,2132.8,IL12,41909,M028
27/03/2017,ICG,135528,1,S$,11.8,2773.0,IT19,10633,M020P
27/03/2017,ICG,135528,2,S$,1,300.0,IT19,45492,NT
27/03/2017,ICG,135528,3,S$,1,312.0,IT19,42903,NT
27/03/2017,ICG,135528,4,S$,6.5,325.0,IT19,46911,MLS
27/03/2017,ICG,135528,5,S$,11.8,2743.5,IT19,40777,M020P
27/03/2017,ICG,135528,6,S$,11.8,2714.0,IT19,45362,M020P
27/03/2017,ICG,135528,7,S$,11.8,2684.5,IT19,45021,M020P
27/03/2017,ICG,135528,8,S$,11.8,2655.0,IT19,44679,M020P
27/03/2017,ICG,135528,9,S$,250,1250.0,IT19,42597,ML
27/03/2017,ICG,135528,10,S$,12,5472.0,IT19,43822,M020P
27/03/2017,ICG,135528,11,S$,12,14400.0,IT19,45077,M020P
27/03/2017,ICG,135528,12,S$,1,312.0,IT19,40881,NT
27/03/2017,ICG,135529,1,S$,2.75,6001.33,IT23,40986,PPDR
27/03/2017,ICG,135529,2,S$,3.8,311.6,IT23,46786,PR01
27/03/2017,ICG,135529,3,S$,3.8,1166.6,IT23,46784,PR01
27/03/2017,ICG,135529,4,S$,3.8,697.68,IT23,41444,PR01
27/03/2017,ICG,135529,5,S$,3.8,294.88,IT23,45609,PR01.5
27/03/2017,ICG,135529,6,S$,3.8,1473.26,IT23,46790,PR01.5
27/03/2017,ICG,135529,7,S$,3.5,561.4,IT23,45615,PR02
27/03/2017,ICG,135529,8,S$,3.5,1218.0,IT23,45618,PR02.5
27/03/2017,ICG,135529,9,S$,2.75,5210.15,IT23,41498,PPDR
27/03/2017,ICG,135529,10,S$,2.75,6731.45,IT23,40006,PPDR
27/03/2017,ICG,135529,11,S$,2.75,2217.33,IT23,46180,PPDR
27/03/2017,ICG,135529,12,S$,2.75,3398.73,IT23,46181,PPDR
27/03/2017,ICG,135529,13,S$,2.75,2378.2,IT23,30250,PPDR
27/03/2017,ICG,135529,14,S$,2.75,1544.13,IT23,10456,PPDR
27/03/2017,ICG,135529,15,S$,2.75,1074.43,IT23,30251,PPDR
27/03/2017,ICG,135529,16,S$,2.75,492.8,IT23,10461,PPDR
27/03/2017,ICG,135530,1,S$,3.5,2150.4,IT23,45619,PR02.5
27/03/2017,ICG,135530,2,S$,2.35,3887.84,IT23,10379,PR05
27/03/2017,ICG,135530,3,S$,2.35,3528.29,IT23,43839,PR06
27/03/2017,ICG,135530,4,S$,2.35,3740.26,IT23,10394,PR07
27/03/2017,ICG,135530,5,S$,2.35,4350.79,IT23,10401,PR08
27/03/2017,ICG,135530,6,S$,2.35,2456.69,IT23,43838,PR10
27/03/2017,ICG,135530,7,S$,2.35,1531.03,IT23,43837,PR12
27/03/2017,ICG,135530,8,S$,2.4,1022.4,IT23,45934,PR04
27/03/2017,ICG,135530,9,S$,2.4,2722.8,IT23,45927,PR06
27/03/2017,ICG,135530,10,S$,11.6,696.0,IT23,45466,SP
27/03/2017,ICG,135530,11,S$,11.6,696.0,IT23,45467,SP
27/03/2017,ICG,135530,12,S$,3.5,1247.4,IT23,45617,PR02.5
27/03/2017,ICG,135530,13,S$,3.5,581.0,IT23,45620,PR02.5
27/03/2017,ICG,135530,14,S$,3.5,147.7,IT23,45618,PR02.5
27/03/2017,ICG,135530,15,S$,3.5,2144.1,IT23,45625,PR03
27/03/2017,ICG,135530,16,S$,3.5,1268.4,IT23,45623,PR03
27/03/2017,ICG,135530,17,S$,3.5,561.4,IT23,45622,PR03
27/03/2017,ICG,135530,18,S$,3.5,289.1,IT23,45624,PR03
27/03/2017,ICG,135530,19,S$,2.35,3124.09,IT23,30262,PR04
27/03/2017,ICG,135531,1,S$,20.5,1230.0,IT23,45468,SP
27/03/2017,ICG,135531,2,S$,4.9,1225.0,IT23,41393,PET1
27/03/2017,ICG,135531,3,S$,1,750.0,IT23,46638,PETS
27/03/2017,ICG,135531,4,S$,1,750.0,IT23,46697,PETS
27/03/2017,ICG,135531,5,S$,80,4000.0,IT23,46650,PN
27/03/2017,ICG,135531,6,S$,1.2,230.4,IT23,30033,MLS
27/03/2017,ICG,135531,7,S$,1.2,460.8,IT23,46209,MLS
27/03/2017,ICG,135531,8,S$,22.8,684.0,IT23,46759,BSK
27/03/2017,ICG,135531,9,S$,33.7,1011.0,IT23,46763,BSK
27/03/2017,ICG,135531,10,S$,48.9,1173.6,IT23,46652,BSK
27/03/2017,ICG,135531,11,S$,6.2,4364.8,IT23,41173,M025
27/03/2017,ICG,135531,12,S$,21,630.0,IT23,45469,SP
27/03/2017,ICG,135531,13,S$,23.3,2796.0,IT23,45470,SP
27/03/2017,ICG,135531,14,S$,26,3120.0,IT23,45471,SP
27/03/2017,ICG,135531,15,S$,54.7,2188.0,IT23,45472,SP
27/03/2017,ICG,135531,16,S$,65.5,3930.0,IT23,45473,SP
27/03/2017,ICG,135531,17,S$,5.5,3758.81,IT23,46750,PN
27/03/2017,ICG,135531,18,S$,5.5,1072.5,IT23,46173,PN
27/03/2017,ICG,135531,19,S$,4.9,1225.0,IT23,41392,PET1
28/03/2017,ICG,135532,1,S$,34.2,205.2,IT23,43314,MLG
28/03/2017,ICG,135532,2,S$,4,275.2,IT23,45542,P12
28/03/2017,ICG,135532,3,S$,4,901.2,IT23,45543,P12
28/03/2017,ICG,135532,4,S$,3.8,785.84,IT23,45545,P15
28/03/2017,ICG,135532,5,S$,3.8,475.38,IT23,45546,P15
28/03/2017,ICG,135532,6,S$,4.1,641.24,IT23,40679,P18
28/03/2017,ICG,135532,7,S$,4.1,1384.57,IT23,45548,P18
28/03/2017,ICG,135532,8,S$,4.1,458.79,IT23,46358,P36
28/03/2017,ICG,135532,9,S$,4.1,1619.31,IT23,42287,P48
28/03/2017,ICG,135532,10,S$,4.1,321.85,IT23,45553,P30
28/03/2017,ICG,135532,11,S$,6.9,1076.4,IT23,46723,P9
28/03/2017,ICG,135532,12,S$,34.2,205.2,IT23,45191,MLG
28/03/2017,ICG,135532,13,S$,6.2,694.4,IT23,46701,P9
28/03/2017,ICG,135532,14,S$,6.7,710.2,IT23,46706,P12
28/03/2017,ICG,135532,15,S$,6.1,597.8,IT23,46707,P12
28/03/2017,ICG,135532,16,S$,5.9,755.2,IT23,46715,P15
28/03/2017,ICG,135532,17,S$,5.9,312.7,IT23,41339,P15
28/03/2017,ICG,135532,18,S$,5.5,2145.0,IT23,46720,P18
28/03/2017,ICG,135532,19,S$,34.2,205.2,IT23,45192,MLG
28/03/2017,ICG,135532,20,S$,4.2,1008.0,IT23,41965,PPDRW
28/03/2017,ICG,135532,21,S$,4.2,294.0,IT23,41966,PPDRW
28/03/2017,ICG,135532,22,S$,4.6,1038.22,IT23,45534,P6
28/03/2017,ICG,135532,23,S$,4.4,1316.04,IT23,45538,P9
28/03/2017,ICG,135532,24,S$,4.4,542.08,IT23,45539,P9
28/03/2017,ICG,135532,25,S$,4.9,410.62,IT23,45984,P12
29/03/2017,ICG,135533,1,S$,0.08,2475.0,IG01,45869,F
29/03/2017,ICG,135533,2,S$,6.7,5071.9,IG01,45561,M014
29/03/2017,ICG,135533,3,S$,2.15,215.0,IG01,40191,CNO
29/03/2017,ICG,135534,1,S$,11.6,28884.0,IK11,46623,M020P
28/03/2017,ICG,135535,1,S$,7,3080.0,IL09,46094,PB
28/03/2017,ICG,135535,2,S$,0.08,225.0,IL09,10074,F
28/03/2017,ICG,135535,3,S$,0.8,240.0,IL09,40487,SDSK
28/03/2017,ICG,135535,4,S$,613,122.6,IL09,40002,MH
28/03/2017,ICG,135536,1,S$,26.8,321.6,IT09,45471,SP
28/03/2017,ICG,135536,2,S$,78,312.0,IT09,45702,SP
28/03/2017,ICG,135536,3,S$,7.1,3550.0,IT09,10104,M020
29/03/2017,ICG,135537,1,S$,2.3,2292.41,IJ01,43839,PR06
29/03/2017,ICG,135537,2,S$,85,3400.0,IJ01,41533,AST
29/03/2017,ICG,135537,3,S$,85,3400.0,IJ01,41534,AST
29/03/2017,ICG,135537,4,S$,85,3400.0,IJ01,41535,AST
29/03/2017,ICG,135537,5,S$,5.3,4849.5,IJ01,41918,P18
29/03/2017,ICG,135537,6,S$,5.5,3029.4,IJ01,46750,PN
29/03/2017,ICG,135537,7,S$,2.3,1269.37,IJ01,10394,PR07
29/03/2017,ICG,135537,8,S$,2.3,3025.19,IJ01,44174,PR09
29/03/2017,ICG,135537,9,S$,2.3,577.07,IJ01,43837,PR12
29/03/2017,ICG,135537,10,S$,2.3,2058.73,IJ01,43958,PR18
29/03/2017,ICG,135537,11,S$,2.8,4885.72,IJ01,41653,PPDR
29/03/2017,ICG,135537,12,S$,85,1190.0,IJ01,41906,AST
29/03/2017,ICG,135537,13,S$,85,510.0,IJ01,41531,AST
29/03/2017,ICG,135537,14,S$,85,3400.0,IJ01,41532,AST
28/03/2017,ICG,135538,1,S$,15,150.0,SS26,44494,SN
30/03/2017,ICG,135539,1,S$,3.1,403.93,IT18,41015,PPDR
30/03/2017,ICG,135539,2,S$,12.5,28325.0,IT18,46935,M020P
28/03/2017,ICG,135540,1,S$,2.35,249.1,IZ01,30262,PR04
28/03/2017,ICG,135540,2,S$,2.35,167.09,IZ01,43958,PR18
28/03/2017,ICG,135540,3,S$,2.35,231.01,IZ01,44591,PR20
28/03/2017,ICG,135540,4,S$,4.7,117.5,IZ01,44898,PPMR
28/03/2017,ICG,135540,5,S$,4.7,169.2,IZ01,30337,PPMR
28/03/2017,ICG,135540,6,S$,4.7,253.8,IZ01,30338,PPMR
28/03/2017,ICG,135540,7,S$,4.7,263.2,IZ01,40051,PPMR
28/03/2017,ICG,135540,8,S$,2.45,320.95,IZ01,46490,PR16
28/03/2017,ICG,135540,9,S$,2.45,364.56,IZ01,46495,PR26
28/03/2017,ICG,135540,10,S$,2.35,253.33,IZ01,10379,PR05
28/03/2017,ICG,135540,11,S$,2.35,237.35,IZ01,43839,PR06
28/03/2017,ICG,135540,12,S$,2.35,128.31,IZ01,10394,PR07
28/03/2017,ICG,135540,13,S$,2.35,294.22,IZ01,10401,PR08
28/03/2017,ICG,135540,14,S$,2.35,242.29,IZ01,44174,PR09
28/03/2017,ICG,135540,15,S$,2.35,333.47,IZ01,43838,PR10
28/03/2017,ICG,135540,16,S$,2.35,299.63,IZ01,43837,PR12
28/03/2017,ICG,135540,17,S$,2.35,238.53,IZ01,30287,PR14
30/03/2017,ICG,135541,1,S$,0.9,172.8,IL09,30033,MLS
30/03/2017,ICG,135541,2,S$,25.5,255.0,IL09,10008,BN
30/03/2017,ICG,135541,3,S$,25.5,255.0,IL09,10011,BN
30/03/2017,ICG,135541,4,S$,3.1,354.64,IL09,40737,PPDR
30/03/2017,ICG,135541,5,S$,3.1,632.71,IL09,40728,PPDR
30/03/2017,ICG,135541,6,S$,47,3760.0,IL09,44777,M080
30/03/2017,ICG,135542,1,S$,80,3200.0,IP07,41534,AST
30/03/2017,ICG,135542,2,S$,80,1600.0,IP07,41535,AST
30/03/2017,ICG,135542,3,S$,80,800.0,IP07,41532,AST
30/03/2017,ICG,135542,4,S$,80,800.0,IP07,41533,AST
30/03/2017,ICG,135543,1,S$,47,1410.0,IG01,44777,M080
30/03/2017,ICG,135543,2,S$,4.7,564.0,IG01,44407,PPMR
30/03/2017,ICG,135543,3,S$,13.5,1552.5,IG01,40764,M033
30/03/2017,ICG,135543,4,S$,2.35,243.23,IG01,30262,PR04
30/03/2017,ICG,135543,5,S$,2.35,377.88,IG01,10379,PR05
30/03/2017,ICG,135543,6,S$,4.9,145.53,IG01,43937,SPL2
30/03/2017,ICG,135543,7,S$,4.9,297.43,IG01,43936,SPL2
30/03/2017,ICG,135543,8,S$,4.9,307.72,IG01,43934,SPL2
30/03/2017,ICG,135543,9,S$,4.9,534.1,IG01,45132,SPL3
30/03/2017,ICG,135543,10,S$,4.7,117.5,IG01,44898,PPMR
30/03/2017,ICG,135544,1,S$,11.6,42920.0,IK11,44951,M020P
30/03/2017,ICG,135544,2,S$,12.2,4880.0,IK11,43709,M020P
30/03/2017,ICG,135544,3,S$,5.5,550.0,IK11,46531,PETB
30/03/2017,ICG,135544,4,S$,2.35,639.91,IK11,10379,PR05
31/03/2017,ICG,135545,1,S$,2.45,262.89,IT26,45934,PR04
31/03/2017,ICG,135545,2,S$,4.5,361.35,IT26,46644,P9
31/03/2017,ICG,135545,3,S$,4.9,288.61,IT26,43937,SPL2
31/03/2017,ICG,135545,4,S$,4.9,298.9,IT26,43936,SPL2
31/03/2017,ICG,135545,5,S$,3.4,68.0,IT26,41303,PN
31/03/2017,ICG,135545,6,S$,62,310.0,IT26,30359,MH
31/03/2017,ICG,135545,7,S$,51,255.0,IT26,30360,MH
31/03/2017,ICG,135545,8,S$,24.8,124.0,IT26,30362,MH
31/03/2017,ICG,135545,9,S$,21,105.0,IT26,30363,MH
31/03/2017,ICG,135545,10,S$,13.5,67.5,IT26,40174,MH
31/03/2017,ICG,135545,11,S$,9.5,47.5,IT26,40570,MH
31/03/2017,ICG,135545,12,S$,280,280.0,IT26,42597,ML
31/03/2017,ICG,135545,13,S$,8.4,42.0,IT26,40459,MH
31/03/2017,ICG,135545,14,S$,8.4,42.0,IT26,40571,MH
31/03/2017,ICG,135545,15,S$,9.5,95.0,IT26,40519,MH
31/03/2017,ICG,135545,16,S$,8.4,84.0,IT26,40520,MH
31/03/2017,ICG,135545,17,S$,280,560.0,IT26,42100,ML
31/03/2017,ICG,135545,18,S$,27.9,139.5,IT26,40917,NMCN
31/03/2017,ICG,135545,19,S$,33.9,169.5,IT26,40911,NMCN
31/03/2017,ICG,135545,20,S$,38.9,194.5,IT26,40912,NMCN
31/03/2017,ICG,135545,21,S$,44,220.0,IT26,40913,NMCN
31/03/2017,ICG,135545,22,S$,50.9,254.5,IT26,40914,NMCN
31/03/2017,ICG,135545,23,S$,4.1,321.85,IT26,45553,P30
31/03/2017,ICG,135546,1,S$,3.4,170.0,IT24,45314,PN
31/03/2017,ICG,135546,2,S$,4.9,227.36,IT24,45153,SPL3.5
31/03/2017,ICG,135546,3,S$,91.8,550.8,IT24,46650,PN
31/03/2017,ICG,135546,4,S$,1,90.0,IT24,46385,NT
31/03/2017,ICG,135546,5,S$,1,150.0,IT24,46386,NT
31/03/2017,ICG,135546,6,S$,1,90.0,IT24,42300,NT
31/03/2017,ICG,135546,7,S$,1,90.0,IT24,10221,NT
31/03/2017,ICG,135546,8,S$,3.4,170.0,IT24,41302,PN
31/03/2017,ICG,135546,9,S$,3.4,170.0,IT24,41303,PN
31/03/2017,ICG,135546,10,S$,3.4,68.0,IT24,45442,PN
31/03/2017,ICG,135546,11,S$,2.35,121.97,IT24,30262,PR04
31/03/2017,ICG,135546,12,S$,2.35,127.14,IT24,10394,PR07
31/03/2017,ICG,135546,13,S$,4.9,151.9,IT24,43938,SPL2
31/03/2017,ICG,135546,14,S$,4.9,224.91,IT24,45154,SPL3.5
31/03/2017,ICG,135546,15,S$,4.9,220.01,IT24,45152,SPL3.5
30/03/2017,ICG,135547,1,S$,6,1956.0,SS07,44799,M030
30/03/2017,ICG,135547,2,S$,1.8,1440.0,SS07,42288,M015
30/03/2017,ICG,135547,3,S$,1.8,1461.6,SS07,42742,M015
30/03/2017,ICG,135547,4,S$,1.8,1440.0,SS07,41681,M015
30/03/2017,ICG,135547,5,S$,1.85,1110.0,SS07,41679,M015
30/03/2017,ICG,135547,6,S$,1.99,374.12,SS07,41678,M015
30/03/2017,ICG,135547,7,S$,7.49,1490.51,SS07,44785,M020
30/03/2017,ICG,135547,8,S$,6.71,1315.16,SS07,44007,M020
30/03/2017,ICG,135547,9,S$,5.71,1752.97,SS07,44008,M020
30/03/2017,ICG,135547,10,S$,4.25,896.75,SS07,41984,M020
30/03/2017,ICG,135547,11,S$,4.25,871.25,SS07,41690,M020
30/03/2017,ICG,135547,12,S$,5.11,3919.37,SS07,43583,M030
30/03/2017,ICG,135547,13,S$,4.25,1789.25,SS07,41689,M020
30/03/2017,ICG,135547,14,S$,4.25,782.0,SS07,41985,M020
30/03/2017,ICG,135547,15,S$,4.25,879.75,SS07,41688,M020
30/03/2017,ICG,135547,16,S$,5.18,1072.26,SS07,41682,M020
30/03/2017,ICG,135547,17,S$,4.77,1431.0,SS07,41684,M020
30/03/2017,ICG,135547,18,S$,4.77,1535.94,SS07,41685,M020
30/03/2017,ICG,135547,19,S$,4.77,1020.78,SS07,41687,M020
30/03/2017,ICG,135547,20,S$,4.77,2022.48,SS07,41686,M020
30/03/2017,ICG,135547,21,S$,5.46,2244.06,SS07,40204,M023
30/03/2017,ICG,135547,22,S$,4.68,1333.8,SS07,44009,M023
30/03/2017,ICG,135547,23,S$,1.8,1080.0,SS07,42289,M015
30/03/2017,ICG,135547,24,S$,6.79,1364.79,SS07,44786,M023
30/03/2017,ICG,135547,25,S$,5.17,1850.86,SS07,43582,M033
30/03/2017,ICG,135547,26,S$,5.54,3429.26,SS07,43584,M035
30/03/2017,ICG,135547,27,S$,5.48,2750.96,SS07,40185,M035
30/03/2017,ICG,135547,28,S$,6.35,2082.8,SS07,40184,M429
30/03/2017,ICG,135547,29,S$,2.5,457.5,SS07,46418,M015
30/03/2017,ICG,135547,30,S$,2.5,477.5,SS07,46417,M015
30/03/2017,ICG,135547,31,S$,2.62,1459.34,SS07,41674,M015
30/03/2017,ICG,135547,32,S$,2.58,743.04,SS07,41675,M015
30/03/2017,ICG,135547,33,S$,2.5,772.5,SS07,41676,M015
30/03/2017,ICG,135547,34,S$,1.8,720.0,SS07,42894,M015
30/03/2017,ICG,135547,35,S$,2.87,3558.8,SS07,41673,M015
30/03/2017,ICG,135547,36,S$,3.26,1998.38,SS07,41672,M015
30/03/2017,ICG,135547,37,S$,5.23,523.0,SS07,42924,M015
30/03/2017,ICG,135547,38,S$,5.17,1292.5,SS07,44797,M025
30/03/2017,ICG,135547,39,S$,5.53,1659.0,SS07,44796,M025
30/03/2017,ICG,135547,40,S$,4.45,1557.5,SS07,43581,M025
30/03/2017,ICG,135547,41,S$,5.02,1506.0,SS07,43580,M025
30/03/2017,ICG,135547,42,S$,11.1,5250.3,SS07,40889,TN
30/03/2017,ICG,135547,43,S$,11.05,3204.5,SS07,40437,TN
30/03/2017,ICG,135547,44,S$,13.3,2939.3,SS07,45563,TN
30/03/2017,ICG,135547,45,S$,1.8,306.0,SS07,42895,M015
30/03/2017,ICG,135547,46,S$,15.5,3193.0,SS07,44888,TN
30/03/2017,ICG,135547,47,S$,6,4500.0,SS07,43512,ML
30/03/2017,ICG,135547,48,S$,4.4,220.0,SS07,41519,PET1
30/03/2017,ICG,135547,49,S$,3.8,133.57,SS07,44556,PR06
30/03/2017,ICG,135547,50,S$,3.8,90.44,SS07,30153,PR07
30/03/2017,ICG,135547,51,S$,3.8,120.27,SS07,44218,PR08
30/03/2017,ICG,135547,52,S$,20,400.0,SS07,10031,BW
30/03/2017,ICG,135547,53,S$,1.8,246.6,SS07,43244,M015
30/03/2017,ICG,135547,54,S$,1.8,1953.0,SS07,42743,M015
30/03/2017,ICG,135547,55,S$,1.8,327.6,SS07,43358,M015
30/03/2017,ICG,135547,56,S$,1.84,1074.56,SS07,41680,M015
01/04/2017,ICG,135548,1,S$,120,2400.0,SC06,30347,PPDR
03/04/2017,ICG,135549,1,S$,3.05,625.25,IG01,45236,PMNR
04/04/2017,ICG,135550,1,S$,0.06,1320.0,IK11,10631,F
04/04/2017,ICG,135551,1,S$,3.1,926.59,IT18,41015,PPDR
